#x	y	u	v
0.317383	0.454102	-0.000563	0.000307
0.319336	0.454102	-0.000565	0.000304
0.321289	0.454102	-0.000567	0.000301
0.323242	0.454102	-0.000569	0.000298
0.325195	0.454102	-0.000571	0.000295
0.327148	0.454102	-0.000572	0.000291
0.329102	0.454102	-0.000574	0.000288
0.331055	0.454102	-0.000576	0.000285
0.333008	0.454102	-0.000578	0.000282
0.334961	0.454102	-0.000579	0.000279
0.336914	0.454102	-0.000581	0.000276
0.338867	0.454102	-0.000583	0.000273
0.340820	0.454102	-0.000584	0.000269
0.342773	0.454102	-0.000586	0.000266
0.344727	0.454102	-0.000588	0.000263
0.346680	0.454102	-0.000589	0.000260
0.348633	0.454102	-0.000591	0.000257
0.350586	0.454102	-0.000592	0.000253
0.352539	0.454102	-0.000594	0.000250
0.354492	0.454102	-0.000595	0.000247
0.356445	0.454102	-0.000597	0.000244
0.358398	0.454102	-0.000598	0.000241
0.360352	0.454102	-0.000600	0.000238
0.362305	0.454102	-0.000601	0.000234
0.364258	0.454102	-0.000602	0.000231
0.366211	0.454102	-0.000604	0.000228
0.368164	0.454102	-0.000605	0.000225
0.370117	0.454102	-0.000606	0.000221
0.372070	0.454102	-0.000608	0.000218
0.374023	0.454102	-0.000609	0.000215
0.375977	0.454102	-0.000610	0.000212
0.377930	0.454102	-0.000612	0.000209
0.379883	0.454102	-0.000613	0.000205
0.381836	0.454102	-0.000614	0.000202
0.383789	0.454102	-0.000615	0.000199
0.385742	0.454102	-0.000616	0.000196
0.387695	0.454102	-0.000618	0.000192
0.389648	0.454102	-0.000619	0.000189
0.391602	0.454102	-0.000620	0.000186
0.393555	0.454102	-0.000621	0.000183
0.395508	0.454102	-0.000622	0.000179
0.397461	0.454102	-0.000623	0.000176
0.399414	0.454102	-0.000624	0.000173
0.401367	0.454102	-0.000625	0.000170
0.403320	0.454102	-0.000626	0.000166
0.405273	0.454102	-0.000627	0.000163
0.407227	0.454102	-0.000628	0.000160
0.409180	0.454102	-0.000629	0.000156
0.411133	0.454102	-0.000630	0.000153
0.413086	0.454102	-0.000631	0.000150
0.415039	0.454102	-0.000631	0.000147
0.416992	0.454102	-0.000632	0.000143
0.418945	0.454102	-0.000633	0.000140
0.420898	0.454102	-0.000634	0.000137
0.422852	0.454102	-0.000635	0.000134
0.424805	0.454102	-0.000635	0.000130
0.426758	0.454102	-0.000636	0.000127
0.428711	0.454102	-0.000637	0.000124
0.430664	0.454102	-0.000638	0.000120
0.432617	0.454102	-0.000638	0.000117
0.434570	0.454102	-0.000639	0.000114
0.436523	0.454102	-0.000640	0.000111
0.438477	0.454102	-0.000640	0.000107
0.440430	0.454102	-0.000641	0.000104
0.442383	0.454102	-0.000642	0.000101
0.444336	0.454102	-0.000642	0.000097
0.446289	0.454102	-0.000643	0.000094
0.448242	0.454102	-0.000643	0.000091
0.450195	0.454102	-0.000644	0.000088
0.452148	0.454102	-0.000644	0.000084
0.454102	0.454102	-0.000645	0.000081
0.456055	0.454102	-0.000645	0.000078
0.458008	0.454102	-0.000646	0.000074
0.459961	0.454102	-0.000646	0.000071
0.461914	0.454102	-0.000646	0.000068
0.463867	0.454102	-0.000647	0.000064
0.465820	0.454102	-0.000647	0.000061
0.467773	0.454102	-0.000647	0.000058
0.469727	0.454102	-0.000648	0.000055
0.471680	0.454102	-0.000648	0.000051
0.473633	0.454102	-0.000648	0.000048
0.475586	0.454102	-0.000649	0.000045
0.477539	0.454102	-0.000649	0.000041
0.479492	0.454102	-0.000649	0.000038
0.481445	0.454102	-0.000649	0.000035
0.483398	0.454102	-0.000650	0.000031
0.485352	0.454102	-0.000650	0.000028
0.487305	0.454102	-0.000650	0.000025
0.489258	0.454102	-0.000650	0.000021
0.491211	0.454102	-0.000650	0.000018
0.493164	0.454102	-0.000650	0.000015
0.495117	0.454102	-0.000650	0.000012
0.497070	0.454102	-0.000650	0.000008
0.499023	0.454102	-0.000650	0.000005
0.500977	0.454102	-0.000650	0.000002
0.502930	0.454102	-0.000650	-0.000002
0.504883	0.454102	-0.000650	-0.000005
0.506836	0.454102	-0.000650	-0.000008
0.508789	0.454102	-0.000650	-0.000012
0.510742	0.454102	-0.000650	-0.000015
0.512695	0.454102	-0.000650	-0.000018
0.514648	0.454102	-0.000650	-0.000021
0.516602	0.454102	-0.000650	-0.000025
0.518555	0.454102	-0.000650	-0.000028
0.520508	0.454102	-0.000650	-0.000031
0.522461	0.454102	-0.000649	-0.000035
0.524414	0.454102	-0.000649	-0.000038
0.526367	0.454102	-0.000649	-0.000041
0.528320	0.454102	-0.000649	-0.000045
0.530273	0.454102	-0.000648	-0.000048
0.532227	0.454102	-0.000648	-0.000051
0.534180	0.454102	-0.000648	-0.000055
0.536133	0.454102	-0.000647	-0.000058
0.538086	0.454102	-0.000647	-0.000061
0.540039	0.454102	-0.000647	-0.000064
0.541992	0.454102	-0.000646	-0.000068
0.543945	0.454102	-0.000646	-0.000071
0.545898	0.454102	-0.000646	-0.000074
0.547852	0.454102	-0.000645	-0.000078
0.549805	0.454102	-0.000645	-0.000081
0.551758	0.454102	-0.000644	-0.000084
0.553711	0.454102	-0.000644	-0.000088
0.555664	0.454102	-0.000643	-0.000091
0.557617	0.454102	-0.000643	-0.000094
0.559570	0.454102	-0.000642	-0.000097
0.561523	0.454102	-0.000642	-0.000101
0.563477	0.454102	-0.000641	-0.000104
0.565430	0.454102	-0.000640	-0.000107
0.567383	0.454102	-0.000640	-0.000111
0.569336	0.454102	-0.000639	-0.000114
0.571289	0.454102	-0.000638	-0.000117
0.573242	0.454102	-0.000638	-0.000120
0.575195	0.454102	-0.000637	-0.000124
0.577148	0.454102	-0.000636	-0.000127
0.579102	0.454102	-0.000636	-0.000130
0.581055	0.454102	-0.000635	-0.000134
0.583008	0.454102	-0.000634	-0.000137
0.584961	0.454102	-0.000633	-0.000140
0.586914	0.454102	-0.000632	-0.000143
0.588867	0.454102	-0.000631	-0.000147
0.590820	0.454102	-0.000631	-0.000150
0.592773	0.454102	-0.000630	-0.000153
0.594727	0.454102	-0.000629	-0.000156
0.596680	0.454102	-0.000628	-0.000160
0.598633	0.454102	-0.000627	-0.000163
0.600586	0.454102	-0.000626	-0.000166
0.602539	0.454102	-0.000625	-0.000170
0.604492	0.454102	-0.000624	-0.000173
0.606445	0.454102	-0.000623	-0.000176
0.608398	0.454102	-0.000622	-0.000179
0.610352	0.454102	-0.000621	-0.000183
0.612305	0.454102	-0.000620	-0.000186
0.614258	0.454102	-0.000619	-0.000189
0.616211	0.454102	-0.000618	-0.000192
0.618164	0.454102	-0.000616	-0.000196
0.620117	0.454102	-0.000615	-0.000199
0.622070	0.454102	-0.000614	-0.000202
0.624023	0.454102	-0.000613	-0.000205
0.625977	0.454102	-0.000612	-0.000209
0.627930	0.454102	-0.000610	-0.000212
0.629883	0.454102	-0.000609	-0.000215
0.631836	0.454102	-0.000608	-0.000218
0.633789	0.454102	-0.000606	-0.000221
0.635742	0.454102	-0.000605	-0.000225
0.637695	0.454102	-0.000604	-0.000228
0.639648	0.454102	-0.000602	-0.000231
0.641602	0.454102	-0.000601	-0.000234
0.643555	0.454102	-0.000600	-0.000238
0.645508	0.454102	-0.000598	-0.000241
0.647461	0.454102	-0.000597	-0.000244
0.649414	0.454102	-0.000595	-0.000247
0.651367	0.454102	-0.000594	-0.000250
0.653320	0.454102	-0.000592	-0.000253
0.655273	0.454102	-0.000591	-0.000257
0.657227	0.454102	-0.000589	-0.000260
0.659180	0.454102	-0.000588	-0.000263
0.661133	0.454102	-0.000586	-0.000266
0.663086	0.454102	-0.000584	-0.000269
0.665039	0.454102	-0.000583	-0.000273
0.666992	0.454102	-0.000581	-0.000276
0.668945	0.454102	-0.000579	-0.000279
0.670898	0.454102	-0.000578	-0.000282
0.672852	0.454102	-0.000576	-0.000285
0.674805	0.454102	-0.000574	-0.000288
0.676758	0.454102	-0.000572	-0.000291
0.678711	0.454102	-0.000571	-0.000295
0.680664	0.454102	-0.000569	-0.000298
0.682617	0.454102	-0.000567	-0.000301
0.684570	0.454102	-0.000565	-0.000304
0.686523	0.454102	-0.000563	-0.000307
0.688477	0.454102	-0.000561	-0.000310
0.690430	0.454102	-0.000559	-0.000313
0.692383	0.454102	-0.000557	-0.000316
0.694336	0.454102	-0.000555	-0.000319
0.696289	0.454102	-0.000553	-0.000322
0.698242	0.454102	-0.000551	-0.000326
0.700195	0.454102	-0.000549	-0.000329
0.702148	0.454102	-0.000547	-0.000332
0.704102	0.454102	-0.000545	-0.000335
0.706055	0.454102	-0.000543	-0.000338
0.708008	0.454102	-0.000541	-0.000341
0.709961	0.454102	-0.000539	-0.000344
0.711914	0.454102	-0.000537	-0.000347
0.713867	0.454102	-0.000534	-0.000350
0.715820	0.454102	-0.000532	-0.000353
0.717773	0.454102	-0.000530	-0.000356
0.719727	0.454102	-0.000528	-0.000359
0.721680	0.454102	-0.000526	-0.000362
0.723633	0.454102	-0.000523	-0.000365
0.725586	0.454102	-0.000521	-0.000368
0.727539	0.454102	-0.000519	-0.000371
0.729492	0.454102	-0.000516	-0.000374
0.731445	0.454102	-0.000514	-0.000377
0.733398	0.454102	-0.000511	-0.000380
0.735352	0.454102	-0.000509	-0.000383
0.737305	0.454102	-0.000506	-0.000385
0.739258	0.454102	-0.000504	-0.000388
0.741211	0.454102	-0.000502	-0.000391
0.743164	0.454102	-0.000499	-0.000394
0.745117	0.454102	-0.000496	-0.000397
0.747070	0.454102	-0.000494	-0.000400
0.749023	0.454102	-0.000491	-0.000403
0.750977	0.454102	-0.000489	-0.000406
0.752930	0.454102	-0.000486	-0.000408
0.754883	0.454102	-0.000483	-0.000411
0.756836	0.454102	-0.000481	-0.000414
0.758789	0.454102	-0.000478	-0.000417
0.760742	0.454102	-0.000475	-0.000420
0.762695	0.454102	-0.000473	-0.000422
0.764648	0.454102	-0.000470	-0.000425
0.766602	0.454102	-0.000467	-0.000428
0.768555	0.454102	-0.000464	-0.000431
0.770508	0.454102	-0.000461	-0.000433
0.772461	0.454102	-0.000458	-0.000436
0.774414	0.454102	-0.000456	-0.000439
0.776367	0.454102	-0.000453	-0.000442
0.778320	0.454102	-0.000450	-0.000444
0.780273	0.454102	-0.000447	-0.000447
0.782227	0.454102	-0.000444	-0.000450
0.784180	0.454102	-0.000441	-0.000452
0.786133	0.454102	-0.000438	-0.000455
0.788086	0.454102	-0.000435	-0.000457
0.790039	0.454102	-0.000432	-0.000460
0.791992	0.454102	-0.000429	-0.000463
0.793945	0.454102	-0.000426	-0.000465
0.795898	0.454102	-0.000423	-0.000468
0.797852	0.454102	-0.000419	-0.000470
0.799805	0.454102	-0.000416	-0.000473
0.801758	0.454102	-0.000413	-0.000475
0.803711	0.454102	-0.000410	-0.000478
0.805664	0.454102	-0.000407	-0.000480
0.807617	0.454102	-0.000403	-0.000483
0.809570	0.454102	-0.000400	-0.000485
0.811523	0.454102	-0.000397	-0.000488
0.813477	0.454102	-0.000393	-0.000490
0.815430	0.454102	-0.000390	-0.000492
0.817383	0.454102	-0.000387	-0.000495
0.819336	0.454102	-0.000383	-0.000497
0.821289	0.454102	-0.000380	-0.000500
0.823242	0.454102	-0.000377	-0.000502
0.825195	0.454102	-0.000373	-0.000504
0.827148	0.454102	-0.000370	-0.000506
0.829102	0.454102	-0.000366	-0.000509
0.831055	0.454102	-0.000363	-0.000511
0.833008	0.454102	-0.000359	-0.000513
0.834961	0.454102	-0.000356	-0.000515
0.836914	0.454102	-0.000352	-0.000518
0.838867	0.454102	-0.000349	-0.000520
0.840820	0.454102	-0.000345	-0.000522
0.842773	0.454102	-0.000341	-0.000524
0.844727	0.454102	-0.000338	-0.000526
0.846680	0.454102	-0.000334	-0.000528
0.848633	0.454102	-0.000330	-0.000531
0.850586	0.454102	-0.000327	-0.000533
0.852539	0.454102	-0.000323	-0.000535
0.854492	0.454102	-0.000319	-0.000537
0.856445	0.454102	-0.000316	-0.000539
0.858398	0.454102	-0.000312	-0.000541
0.860352	0.454102	-0.000308	-0.000543
0.862305	0.454102	-0.000304	-0.000545
0.864258	0.454102	-0.000300	-0.000546
0.866211	0.454102	-0.000297	-0.000548
0.868164	0.454102	-0.000293	-0.000550
0.870117	0.454102	-0.000289	-0.000552
0.872070	0.454102	-0.000285	-0.000554
0.874023	0.454102	-0.000281	-0.000556
0.875977	0.454102	-0.000277	-0.000557
0.877930	0.454102	-0.000273	-0.000559
0.879883	0.454102	-0.000269	-0.000561
0.881836	0.454102	-0.000265	-0.000563
0.883789	0.454102	-0.000261	-0.000564
0.885742	0.454102	-0.000257	-0.000566
0.887695	0.454102	-0.000253	-0.000568
0.889648	0.454102	-0.000249	-0.000569
0.891602	0.454102	-0.000245	-0.000571
0.893555	0.454102	-0.000241	-0.000572
0.895508	0.454102	-0.000237	-0.000574
0.897461	0.454102	-0.000233	-0.000576
0.899414	0.454102	-0.000229	-0.000577
0.901367	0.454102	-0.000225	-0.000579
0.903320	0.454102	-0.000221	-0.000580
0.905273	0.454102	-0.000216	-0.000581
0.907227	0.454102	-0.000212	-0.000583
0.909180	0.454102	-0.000208	-0.000584
0.911133	0.454102	-0.000204	-0.000585
0.913086	0.454102	-0.000200	-0.000587
0.915039	0.454102	-0.000196	-0.000588
0.916992	0.454102	-0.000191	-0.000589
0.918945	0.454102	-0.000187	-0.000591
0.920898	0.454102	-0.000183	-0.000592
0.922852	0.454102	-0.000179	-0.000593
0.924805	0.454102	-0.000174	-0.000594
0.926758	0.454102	-0.000170	-0.000595
0.928711	0.454102	-0.000166	-0.000596
0.930664	0.454102	-0.000161	-0.000597
0.932617	0.454102	-0.000157	-0.000598
0.934570	0.454102	-0.000153	-0.000599
0.936523	0.454102	-0.000148	-0.000600
0.938477	0.454102	-0.000144	-0.000601
0.940430	0.454102	-0.000140	-0.000602
0.942383	0.454102	-0.000135	-0.000603
0.944336	0.454102	-0.000131	-0.000604
0.946289	0.454102	-0.000127	-0.000605
0.948242	0.454102	-0.000122	-0.000606
0.950195	0.454102	-0.000118	-0.000607
0.952148	0.454102	-0.000113	-0.000607
0.954102	0.454102	-0.000109	-0.000608
0.956055	0.454102	-0.000105	-0.000609
0.958008	0.454102	-0.000100	-0.000610
0.959961	0.454102	-0.000096	-0.000610
0.961914	0.454102	-0.000091	-0.000611
0.963867	0.454102	-0.000087	-0.000611
0.965820	0.454102	-0.000082	-0.000612
0.967773	0.454102	-0.000078	-0.000612
0.969727	0.454102	-0.000073	-0.000613
0.971680	0.454102	-0.000069	-0.000613
0.973633	0.454102	-0.000064	-0.000614
0.975586	0.454102	-0.000060	-0.000614
0.977539	0.454102	-0.000056	-0.000615
0.979492	0.454102	-0.000051	-0.000615
0.981445	0.454102	-0.000047	-0.000615
0.983398	0.454102	-0.000042	-0.000616
0.985352	0.454102	-0.000038	-0.000616
0.987305	0.454102	-0.000033	-0.000616
0.989258	0.454102	-0.000029	-0.000616
0.991211	0.454102	-0.000024	-0.000617
0.993164	0.454102	-0.000020	-0.000617
0.995117	0.454102	-0.000015	-0.000617
0.997070	0.454102	-0.000011	-0.000617
0.999023	0.454102	-0.000006	-0.000616
0.000977	0.456055	0.000000	-0.000524
0.002930	0.456055	-0.000002	0.000524
0.004883	0.456055	-0.000006	0.000620
0.006836	0.456055	-0.000011	0.000621
0.008789	0.456055	-0.000015	0.000621
0.010742	0.456055	-0.000020	0.000621
0.012695	0.456055	-0.000024	0.000621
0.014648	0.456055	-0.000029	0.000621
0.016602	0.456055	-0.000033	0.000621
0.018555	0.456055	-0.000038	0.000620
0.020508	0.456055	-0.000042	0.000620
0.022461	0.456055	-0.000047	0.000620
0.024414	0.456055	-0.000051	0.000620
0.026367	0.456055	-0.000056	0.000619
0.028320	0.456055	-0.000060	0.000619
0.030273	0.456055	-0.000065	0.000618
0.032227	0.456055	-0.000069	0.000618
0.034180	0.456055	-0.000074	0.000617
0.036133	0.456055	-0.000078	0.000617
0.038086	0.456055	-0.000083	0.000616
0.040039	0.456055	-0.000087	0.000616
0.041992	0.456055	-0.000092	0.000615
0.043945	0.456055	-0.000096	0.000615
0.045898	0.456055	-0.000101	0.000614
0.047852	0.456055	-0.000105	0.000613
0.049805	0.456055	-0.000110	0.000613
0.051758	0.456055	-0.000114	0.000612
0.053711	0.456055	-0.000119	0.000611
0.055664	0.456055	-0.000123	0.000610
0.057617	0.456055	-0.000127	0.000609
0.059570	0.456055	-0.000132	0.000609
0.061523	0.456055	-0.000136	0.000608
0.063477	0.456055	-0.000141	0.000607
0.065430	0.456055	-0.000145	0.000606
0.067383	0.456055	-0.000149	0.000605
0.069336	0.456055	-0.000154	0.000604
0.071289	0.456055	-0.000158	0.000603
0.073242	0.456055	-0.000162	0.000602
0.075195	0.456055	-0.000167	0.000601
0.077148	0.456055	-0.000171	0.000600
0.079102	0.456055	-0.000175	0.000598
0.081055	0.456055	-0.000180	0.000597
0.083008	0.456055	-0.000184	0.000596
0.084961	0.456055	-0.000188	0.000595
0.086914	0.456055	-0.000193	0.000594
0.088867	0.456055	-0.000197	0.000592
0.090820	0.456055	-0.000201	0.000591
0.092773	0.456055	-0.000205	0.000590
0.094727	0.456055	-0.000210	0.000588
0.096680	0.456055	-0.000214	0.000587
0.098633	0.456055	-0.000218	0.000586
0.100586	0.456055	-0.000222	0.000584
0.102539	0.456055	-0.000226	0.000583
0.104492	0.456055	-0.000230	0.000581
0.106445	0.456055	-0.000235	0.000580
0.108398	0.456055	-0.000239	0.000578
0.110352	0.456055	-0.000243	0.000577
0.112305	0.456055	-0.000247	0.000575
0.114258	0.456055	-0.000251	0.000573
0.116211	0.456055	-0.000255	0.000572
0.118164	0.456055	-0.000259	0.000570
0.120117	0.456055	-0.000263	0.000568
0.122070	0.456055	-0.000267	0.000567
0.124023	0.456055	-0.000271	0.000565
0.125977	0.456055	-0.000275	0.000563
0.127930	0.456055	-0.000279	0.000561
0.129883	0.456055	-0.000283	0.000560
0.131836	0.456055	-0.000287	0.000558
0.133789	0.456055	-0.000291	0.000556
0.135742	0.456055	-0.000295	0.000554
0.137695	0.456055	-0.000298	0.000552
0.139648	0.456055	-0.000302	0.000550
0.141602	0.456055	-0.000306	0.000548
0.143555	0.456055	-0.000310	0.000546
0.145508	0.456055	-0.000314	0.000544
0.147461	0.456055	-0.000318	0.000542
0.149414	0.456055	-0.000321	0.000540
0.151367	0.456055	-0.000325	0.000538
0.153320	0.456055	-0.000329	0.000536
0.155273	0.456055	-0.000333	0.000534
0.157227	0.456055	-0.000336	0.000532
0.159180	0.456055	-0.000340	0.000530
0.161133	0.456055	-0.000344	0.000528
0.163086	0.456055	-0.000347	0.000526
0.165039	0.456055	-0.000351	0.000523
0.166992	0.456055	-0.000354	0.000521
0.168945	0.456055	-0.000358	0.000519
0.170898	0.456055	-0.000362	0.000517
0.172852	0.456055	-0.000365	0.000515
0.174805	0.456055	-0.000369	0.000512
0.176758	0.456055	-0.000372	0.000510
0.178711	0.456055	-0.000376	0.000508
0.180664	0.456055	-0.000379	0.000505
0.182617	0.456055	-0.000382	0.000503
0.184570	0.456055	-0.000386	0.000501
0.186523	0.456055	-0.000389	0.000498
0.188477	0.456055	-0.000393	0.000496
0.190430	0.456055	-0.000396	0.000493
0.192383	0.456055	-0.000399	0.000491
0.194336	0.456055	-0.000403	0.000488
0.196289	0.456055	-0.000406	0.000486
0.198242	0.456055	-0.000409	0.000484
0.200195	0.456055	-0.000412	0.000481
0.202148	0.456055	-0.000416	0.000479
0.204102	0.456055	-0.000419	0.000476
0.206055	0.456055	-0.000422	0.000473
0.208008	0.456055	-0.000425	0.000471
0.209961	0.456055	-0.000428	0.000468
0.211914	0.456055	-0.000431	0.000466
0.213867	0.456055	-0.000434	0.000463
0.215820	0.456055	-0.000437	0.000460
0.217773	0.456055	-0.000441	0.000458
0.219727	0.456055	-0.000444	0.000455
0.221680	0.456055	-0.000447	0.000453
0.223633	0.456055	-0.000450	0.000450
0.225586	0.456055	-0.000452	0.000447
0.227539	0.456055	-0.000455	0.000444
0.229492	0.456055	-0.000458	0.000442
0.231445	0.456055	-0.000461	0.000439
0.233398	0.456055	-0.000464	0.000436
0.235352	0.456055	-0.000467	0.000434
0.237305	0.456055	-0.000470	0.000431
0.239258	0.456055	-0.000473	0.000428
0.241211	0.456055	-0.000475	0.000425
0.243164	0.456055	-0.000478	0.000422
0.245117	0.456055	-0.000481	0.000420
0.247070	0.456055	-0.000484	0.000417
0.249023	0.456055	-0.000486	0.000414
0.250977	0.456055	-0.000489	0.000411
0.252930	0.456055	-0.000492	0.000408
0.254883	0.456055	-0.000494	0.000405
0.256836	0.456055	-0.000497	0.000402
0.258789	0.456055	-0.000499	0.000400
0.260742	0.456055	-0.000502	0.000397
0.262695	0.456055	-0.000504	0.000394
0.264648	0.456055	-0.000507	0.000391
0.266602	0.456055	-0.000509	0.000388
0.268555	0.456055	-0.000512	0.000385
0.270508	0.456055	-0.000514	0.000382
0.272461	0.456055	-0.000517	0.000379
0.274414	0.456055	-0.000519	0.000376
0.276367	0.456055	-0.000522	0.000373
0.278320	0.456055	-0.000524	0.000370
0.280273	0.456055	-0.000526	0.000367
0.282227	0.456055	-0.000528	0.000364
0.284180	0.456055	-0.000531	0.000361
0.286133	0.456055	-0.000533	0.000358
0.288086	0.456055	-0.000535	0.000355
0.290039	0.456055	-0.000538	0.000352
0.291992	0.456055	-0.000540	0.000349
0.293945	0.456055	-0.000542	0.000346
0.295898	0.456055	-0.000544	0.000343
0.297852	0.456055	-0.000546	0.000340
0.299805	0.456055	-0.000548	0.000337
0.301758	0.456055	-0.000550	0.000334
0.303711	0.456055	-0.000552	0.000331
0.305664	0.456055	-0.000554	0.000328
0.307617	0.456055	-0.000556	0.000324
0.309570	0.456055	-0.000558	0.000321
0.311523	0.456055	-0.000560	0.000318
0.313477	0.456055	-0.000562	0.000315
0.315430	0.456055	-0.000564	0.000312
0.317383	0.456055	-0.000566	0.000309
0.319336	0.456055	-0.000568	0.000306
0.321289	0.456055	-0.000570	0.000303
0.323242	0.456055	-0.000572	0.000300
0.325195	0.456055	-0.000574	0.000296
0.327148	0.456055	-0.000575	0.000293
0.329102	0.456055	-0.000577	0.000290
0.331055	0.456055	-0.000579	0.000287
0.333008	0.456055	-0.000581	0.000284
0.334961	0.456055	-0.000582	0.000281
0.336914	0.456055	-0.000584	0.000277
0.338867	0.456055	-0.000586	0.000274
0.340820	0.456055	-0.000587	0.000271
0.342773	0.456055	-0.000589	0.000268
0.344727	0.456055	-0.000591	0.000265
0.346680	0.456055	-0.000592	0.000261
0.348633	0.456055	-0.000594	0.000258
0.350586	0.456055	-0.000595	0.000255
0.352539	0.456055	-0.000597	0.000252
0.354492	0.456055	-0.000598	0.000249
0.356445	0.456055	-0.000600	0.000245
0.358398	0.456055	-0.000601	0.000242
0.360352	0.456055	-0.000603	0.000239
0.362305	0.456055	-0.000604	0.000236
0.364258	0.456055	-0.000606	0.000232
0.366211	0.456055	-0.000607	0.000229
0.368164	0.456055	-0.000608	0.000226
0.370117	0.456055	-0.000610	0.000223
0.372070	0.456055	-0.000611	0.000220
0.374023	0.456055	-0.000612	0.000216
0.375977	0.456055	-0.000614	0.000213
0.377930	0.456055	-0.000615	0.000210
0.379883	0.456055	-0.000616	0.000207
0.381836	0.456055	-0.000617	0.000203
0.383789	0.456055	-0.000618	0.000200
0.385742	0.456055	-0.000620	0.000197
0.387695	0.456055	-0.000621	0.000193
0.389648	0.456055	-0.000622	0.000190
0.391602	0.456055	-0.000623	0.000187
0.393555	0.456055	-0.000624	0.000184
0.395508	0.456055	-0.000625	0.000180
0.397461	0.456055	-0.000626	0.000177
0.399414	0.456055	-0.000627	0.000174
0.401367	0.456055	-0.000628	0.000171
0.403320	0.456055	-0.000629	0.000167
0.405273	0.456055	-0.000630	0.000164
0.407227	0.456055	-0.000631	0.000161
0.409180	0.456055	-0.000632	0.000157
0.411133	0.456055	-0.000633	0.000154
0.413086	0.456055	-0.000634	0.000151
0.415039	0.456055	-0.000635	0.000148
0.416992	0.456055	-0.000636	0.000144
0.418945	0.456055	-0.000636	0.000141
0.420898	0.456055	-0.000637	0.000138
0.422852	0.456055	-0.000638	0.000134
0.424805	0.456055	-0.000639	0.000131
0.426758	0.456055	-0.000640	0.000128
0.428711	0.456055	-0.000640	0.000124
0.430664	0.456055	-0.000641	0.000121
0.432617	0.456055	-0.000642	0.000118
0.434570	0.456055	-0.000642	0.000115
0.436523	0.456055	-0.000643	0.000111
0.438477	0.456055	-0.000644	0.000108
0.440430	0.456055	-0.000644	0.000105
0.442383	0.456055	-0.000645	0.000101
0.444336	0.456055	-0.000645	0.000098
0.446289	0.456055	-0.000646	0.000095
0.448242	0.456055	-0.000646	0.000091
0.450195	0.456055	-0.000647	0.000088
0.452148	0.456055	-0.000648	0.000085
0.454102	0.456055	-0.000648	0.000081
0.456055	0.456055	-0.000648	0.000078
0.458008	0.456055	-0.000649	0.000075
0.459961	0.456055	-0.000649	0.000071
0.461914	0.456055	-0.000650	0.000068
0.463867	0.456055	-0.000650	0.000065
0.465820	0.456055	-0.000650	0.000061
0.467773	0.456055	-0.000651	0.000058
0.469727	0.456055	-0.000651	0.000055
0.471680	0.456055	-0.000651	0.000052
0.473633	0.456055	-0.000652	0.000048
0.475586	0.456055	-0.000652	0.000045
0.477539	0.456055	-0.000652	0.000042
0.479492	0.456055	-0.000652	0.000038
0.481445	0.456055	-0.000653	0.000035
0.483398	0.456055	-0.000653	0.000032
0.485352	0.456055	-0.000653	0.000028
0.487305	0.456055	-0.000653	0.000025
0.489258	0.456055	-0.000653	0.000022
0.491211	0.456055	-0.000653	0.000018
0.493164	0.456055	-0.000654	0.000015
0.495117	0.456055	-0.000654	0.000012
0.497070	0.456055	-0.000654	0.000008
0.499023	0.456055	-0.000654	0.000005
0.500977	0.456055	-0.000654	0.000002
0.502930	0.456055	-0.000654	-0.000002
0.504883	0.456055	-0.000654	-0.000005
0.506836	0.456055	-0.000654	-0.000008
0.508789	0.456055	-0.000654	-0.000012
0.510742	0.456055	-0.000654	-0.000015
0.512695	0.456055	-0.000653	-0.000018
0.514648	0.456055	-0.000653	-0.000022
0.516602	0.456055	-0.000653	-0.000025
0.518555	0.456055	-0.000653	-0.000028
0.520508	0.456055	-0.000653	-0.000032
0.522461	0.456055	-0.000653	-0.000035
0.524414	0.456055	-0.000652	-0.000038
0.526367	0.456055	-0.000652	-0.000042
0.528320	0.456055	-0.000652	-0.000045
0.530273	0.456055	-0.000652	-0.000048
0.532227	0.456055	-0.000651	-0.000052
0.534180	0.456055	-0.000651	-0.000055
0.536133	0.456055	-0.000651	-0.000058
0.538086	0.456055	-0.000650	-0.000061
0.540039	0.456055	-0.000650	-0.000065
0.541992	0.456055	-0.000650	-0.000068
0.543945	0.456055	-0.000649	-0.000071
0.545898	0.456055	-0.000649	-0.000075
0.547852	0.456055	-0.000648	-0.000078
0.549805	0.456055	-0.000648	-0.000081
0.551758	0.456055	-0.000648	-0.000085
0.553711	0.456055	-0.000647	-0.000088
0.555664	0.456055	-0.000646	-0.000091
0.557617	0.456055	-0.000646	-0.000095
0.559570	0.456055	-0.000645	-0.000098
0.561523	0.456055	-0.000645	-0.000101
0.563477	0.456055	-0.000644	-0.000105
0.565430	0.456055	-0.000644	-0.000108
0.567383	0.456055	-0.000643	-0.000111
0.569336	0.456055	-0.000642	-0.000115
0.571289	0.456055	-0.000642	-0.000118
0.573242	0.456055	-0.000641	-0.000121
0.575195	0.456055	-0.000640	-0.000124
0.577148	0.456055	-0.000640	-0.000128
0.579102	0.456055	-0.000639	-0.000131
0.581055	0.456055	-0.000638	-0.000134
0.583008	0.456055	-0.000637	-0.000138
0.584961	0.456055	-0.000636	-0.000141
0.586914	0.456055	-0.000636	-0.000144
